,accenumb,taxon,genus,species,spauthor,subtaxa,subtauthor,cropname,avail,instcode,acckey,collnumb,collcode,taxno,accename,acqdate,origcty,collsite,latitude,longitude,elevation,colldate,bredcode,sampstat,ancest,collsrc,donorcode,donornumb,othernumb,duplsite,storage,latdec,longdec,remarks,history,released,Seq,Inbred.Line,Accesion.N,Breeding.program,Pop.structure,Year.Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,X,X.1,X.2,X.3,Ped_line
562,Ames 27164,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645541,,NA,311987,NC336,20030421,,,,,NA,,NA,400,Derived from Pioneer 105A x H5. Both are hybrids.,40,NA,,:NC336;USA126:Ames 27164;:72;:402;:P105.H588-19-3-1_1615-1wkS12;:5361-bst/94;:105.5___88-19-3-1_1615-1F6S13;:r_72-bst/95;:116-bst/94,USA005,10,NA,NA,,"DEVELOPED  1997 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1997,3104,NC336,Ames27164,North Carolina,unclassified,1997,PX105A,H5,0,0,INBRED,Derived from Pioneer 105A x H5. Both are hybrids,,NA,NA,NA,
570,Ames 27172,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645549,,NA,311987,NC352,20030421,,,,,NA,,NA,400,Derived from Pioneer 105A x H5. Both are hybrids.,40,NA,,:NC352;USA126:Ames 27172;:147;:6202-bst/95;:105x5_F6S11_88-19-3-1_469-1;:3225-2/00,USA005,10,NA,NA,Sister line of NC336 and related to NC296 and NC346.,"DEVELOPED  1998 North Carolina, United States by. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1998,3123,NC352,Ames27172,North Carolina,unclassified,1998,PX105A,H5,0,0,INBRED,0,,NA,NA,NA,
574,Ames 27176,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645553,,NA,311987,NC360,20030421,,,,,NA,,NA,400,Derived from single-cross between an experimental line of all-tropical origin and NC262,40,NA,,:NC360;USA126:Ames 27176;:7141;:105.155xTZ70_207-1_921-1/4;:260-bst/98;:3229-2/00,USA005,10,NA,NA,,"DEVELOPED  1999 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1999,3132,NC360,Ames27176,North Carolina,unclassified,1999,NC262,NC360_1,0,0,INBRED,0,,NA,NA,NA,
576,Ames 27178,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645555,,NA,311987,NC364,20030421,,,,,NA,,NA,400,Derived from single-cross between an experimental line of all-tropical origin and NC262,40,NA,,:NC364;USA126:Ames 27178;:6321;:P105.A155xTZ70__255-1/92_F6S5;:223-bst/96;:3231-2/00,USA005,10,NA,NA,,"DEVELOPED  1999 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1999,3134,NC364,Ames27178,North Carolina,unclassified,1999,NC262,NC360_1,0,0,INBRED,0,,NA,NA,NA,
568,Ames 27170,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645547,,NA,311987,NC348,20030421,,,,,NA,,NA,400,Derived from the cross of an experimental line sharing the same pedigree as NC296 with an experimental line derived from Agroceres 155.,40,NA,,:NC348;USA126:Ames 27170;:157;:105.5x155)____7848-1c_S8_9-3;:Goodman 8206-2(1997-98);:Goodman 8197-2(1999);:Goodman 8197-4(1999);:Goodman 8284-2(2000);:Goodman 8284-4(2000);:Goodman 8284-5(2000);:Goodman 8284-3(2000);:Goodman 8197-5(1999);:Goodman 8197-3(1999);:Goodman 8206-3(1997-98);:Goodman 8206-1(1997-98);:6221-bst/95;:6221-blk/95,USA005,10,NA,NA,,"DEVELOPED  1998 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1998,3120,NC348,Ames27170,North Carolina,unclassified,1998,NC348_1,NC348_2,0,0,INBRED,0,,NA,NA,NA,
721,Ames 30870,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855519,,NA,311987,GEMN-0198,20101222,,,,,NA,,NA,400,DK212T:N11-40-1-7-B,40,NA,,:GEMN-0198;:DK212T:N11-40-1-7-B;USA126:Ames 30870,,10,NA,NA,,"DEVELOPED PRE 12/22/2010 Iowa, United States by Blanco, M., USDA, ARS. DONATED  12/22/2010 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2077,GEMN-0198,Ames30870,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
795,Ames 31671,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1906031,,NA,311987,GEMN-0124,20121024,,,,,NA,,NA,400,DK212T:N11-B-003-001-B-B-B,40,NA,,:GEMN-0124;USA126:Ames 31671;:DK212T:N11-B-003-001-B-B-B;:2012 Row: 3091-3100,,10,NA,NA,,"DEVELOPED  2005 North Carolina, United States by Goodman, M., North Carolina State University. DONATED  10/24/2012 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2028,GEMN-0124,Ames31671,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
764,Ames 31233,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896712,,NA,311987,GEMN-0164,20111221,,,,,NA,,NA,400,DK212T:N11-B-003-022-B-B-B,40,NA,,:GEMN-0164;USA126:Ames 31233;:2611-blk/07;:DK212T:N11-B-003-022-B-B-B;:2011 Row: 2625-2634-blk/11,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2054,GEMN-0164,Ames31233,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
782,Ames 31251,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896730,,NA,311987,GEMN-0217,20111221,,,,,NA,,NA,400,DK888:N11-B-27-1-B-1-B,40,NA,,:GEMN-0217;USA126:Ames 31251;:DK888:N11-B-27-1-B-1-B;:2010 Row: 5751-5760-blk/10,,10,NA,NA,,"DEVELOPED  2011 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2088,GEMN-0217,Ames31251,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
777,Ames 31246,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896725,,NA,311987,GEMN-0212,20111221,,,,,NA,,NA,400,DK888:N11-B-27-12-B-7-B,40,NA,,:GEMN-0212;USA126:Ames 31246;:2010 Row: 5701-5710-blk/10;:DK888:N11-B-27-12-B-7-B,,10,NA,NA,,"DEVELOPED  2010 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2084,GEMN-0212,Ames31246,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
720,Ames 30869,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855518,,NA,311987,GEMN-0197,20101222,,,,,NA,,NA,400,DK888:N11(95)-2-21-8-B-B,40,NA,,:GEMN-0197;:DK888:N11(95)-2-21-8-B-B;USA126:Ames 30869,,10,NA,NA,,"DEVELOPED PRE 12/22/2010 Iowa, United States by Blanco, M., USDA, ARS. DONATED  12/22/2010 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2076,GEMN-0197,Ames30869,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
765,Ames 31234,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896713,,NA,311987,GEMN-0165,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-022-001-026-B-B,40,NA,,:GEMN-0165;USA126:Ames 31234;:DK888:N11(95)-B-022-001-026-B-B;:2011 Row: 2635-2644-blk/11,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2055,GEMN-0165,Ames31234,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
766,Ames 31235,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896714,,NA,311987,GEMN-0166,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-001-008-B-B,40,NA,,:GEMN-0166;USA126:Ames 31235;:2011 Row: 2645-2654-blk/11;:DK888:N11(95)-B-027-001-008-B-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2056,GEMN-0166,Ames31235,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
767,Ames 31236,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896715,,NA,311987,GEMN-0167,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-001-018-B-B,40,NA,,:GEMN-0167;USA126:Ames 31236;:2011 Row: 2655-2664-blk/11;:DK888:N11(95)-B-027-001-018-B-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2057,GEMN-0167,Ames31236,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
768,Ames 31237,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896716,,NA,311987,GEMN-0168,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-001-019-B,40,NA,,:GEMN-0168;USA126:Ames 31237;:2011 Row: 2665-2674-blk/11;:DK888:N11(95)-B-027-001-019-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2058,GEMN-0168,Ames31237,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
769,Ames 31238,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896717,,NA,311987,GEMN-0169,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-001-027-B,40,NA,,:GEMN-0169;USA126:Ames 31238;:2011 Row: 2675-2684-blk/11;:DK888:N11(95)-B-027-001-027-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2059,GEMN-0169,Ames31238,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
770,Ames 31239,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896718,,NA,311987,GEMN-0170,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-001-030-B,40,NA,,:GEMN-0170;USA126:Ames 31239;:2011 Row: 2685-2694-blk/11;:DK888:N11(95)-B-027-001-030-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2060,GEMN-0170,Ames31239,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
771,Ames 31240,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896719,,NA,311987,GEMN-0172,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-001-040-B,40,NA,,:GEMN-0172;USA126:Ames 31240;:2011 Row: 2705-2714-blk/11;:DK888:N11(95)-B-027-001-040-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2061,GEMN-0172,Ames31240,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
772,Ames 31241,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896720,,NA,311987,GEMN-0173,20111221,,,,,NA,,NA,400,DK888:N11(95)-B-027-012-009-B,40,NA,,:GEMN-0173;USA126:Ames 31241;:DK888:N11(95)-B-027-012-009-B-B;:2012 Row: 3161-3180;:2011 Row: 2715-2724-blk/11;:DK888:N11(95)-B-027-012-009-B,,10,NA,NA,,"DEVELOPED  2007 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2062,GEMN-0173,Ames31241,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
717,Ames 30866,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855515,,NA,311987,GEMN-0194,20101222,,,,,NA,,NA,400,DK888:N11(95)-B-27-1-11-B,40,NA,,:GEMN-0194;:DK888:N11(95)-B-27-1-11-B;USA126:Ames 30866,,10,NA,NA,,"DEVELOPED  2009 North Carolina, United States by Goodman, M., North Carolina State University; Krakowsky, M., USDA, ARS, PSRU. DONATED  12/22/2010 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2073,GEMN-0194,Ames30866,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
718,Ames 30867,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855516,,NA,311987,GEMN-0195,20101222,,,,,NA,,NA,400,DK888:N11(95)-B-27-1-15-B,40,NA,,:GEMN-0195;:DK888:N11(95)-B-27-1-15-B;USA126:Ames 30867,,10,NA,NA,,"DEVELOPED PRE 12/22/2010 Iowa, United States by Blanco, M., USDA, ARS. DONATED  12/22/2010 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2074,GEMN-0195,Ames30867,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
719,Ames 30868,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855517,,NA,311987,GEMN-0196,20101222,,,,,NA,,NA,400,DK888:N11(95)-B-3-1-1-B,40,NA,,:GEMN-0196;:DK888:N11(95)-B-3-1-1-B;USA126:Ames 30868,,10,NA,NA,,"DEVELOPED PRE 12/22/2010 Iowa, United States by Blanco, M., USDA, ARS. DONATED  12/22/2010 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2075,GEMN-0196,Ames30868,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
698,Ames 30792,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855426,,NA,311987,GEMN-0177,20101201,,,,,NA,,NA,400,DK888:N11a08a-395-001-B-B-SIB,40,NA,,:GEMN-0177;:DK888:N11a08a-395-001-B-B-SIB;:08GEM05047;USA126:Ames 30792,,10,NA,NA,,"DONATED  12/01/2010 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 12/01/2010 Iowa, United States by Blanco, M., USDA, ARS",,2064,GEMN-0177,Ames30792,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
699,Ames 30793,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1855427,,NA,311987,GEMN-0178,20101201,,,,,NA,,NA,400,DK888:N11a08a-440-001-B-B-SIB,40,NA,,:GEMN-0178;:DK888:N11a08a-440-001-B-B-SIB;:08GEM05048;USA126:Ames 30793,,10,NA,NA,,"DONATED  12/01/2010 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 12/01/2010 Iowa, United States by Blanco, M., USDA, ARS",,2065,GEMN-0178,Ames30793,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
737,Ames 30949,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878569,,NA,311987,GEMN-0076,20110525,,,,,NA,,NA,400,DKB844:N11b-118-001-B-B-B,40,NA,,:GEMN-0076;:02GEM00140;USA126:Ames 30949,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",2003,1996,GEMN-0076,Ames30949,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
597,Ames 27202,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645871,,NA,311987,GEMS-0049,20030508,,,,,NA,,NA,400,DKB844:S1601-512-1-B,40,NA,,:GEMS-0049;:DKB844:S1601-512-1-B;:DKB844:S1601-512-1-B GEM99-06106;USA126:Ames 27202,,10,NA,NA,,"DONATED  05/08/2003 Iowa, United States by Pollak, L., USDA, ARS; Blanco, M., USDA, ARS. DEVELOPED PRE 05/08/2003 Iowa, United States by Pollak, L., USDA, ARS",2003,2116,GEMS-0049,Ames27202,GEM,stiff stalk,0,0,0,0,0,INBRED,0,,NA,NA,NA,
598,Ames 27203,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645873,,NA,311987,GEMS-0050,20030508,,,,,NA,,NA,400,DKB844:S1601-517-1-B,40,NA,,:GEMS-0050;:DKB844:S1601-517-1-B;:DKB844:S1601-517-1-B GEM99-06107;USA126:Ames 27203,,10,NA,NA,,"DONATED  05/08/2003 Iowa, United States by Pollak, L., USDA, ARS; Blanco, M., USDA, ARS. DEVELOPED PRE 05/08/2003 Iowa, United States by Pollak, L., USDA, ARS",2003,2117,GEMS-0050,Ames27203,GEM,stiff stalk,0,0,0,0,0,INBRED,0,,NA,NA,NA,
758,Ames 30970,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878590,,NA,311987,GEMS-0188,20110525,,,,,NA,,NA,400,DKXL212:S0912-012-001-B-B-SIB,40,NA,,:GEMS-0188;:09GEM07816;USA126:Ames 30970,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2172,GEMS-0188,Ames30970,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
759,Ames 30971,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878591,,NA,311987,GEMS-0189,20110525,,,,,NA,,NA,400,DKXL212:S0912-117-001-B-B-SIB,40,NA,,:GEMS-0189;:09GEM07817;USA126:Ames 30971,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2173,GEMS-0189,Ames30971,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
756,Ames 30968,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878588,,NA,311987,GEMN-0186,20110525,,,,,NA,,NA,400,DKXL370:N11a20-036-002-B wx,40,NA,,:GEMN-0186;:09GEM07784;USA126:Ames 30968,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2067,GEMN-0186,Ames30968,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
751,Ames 30963,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878583,,NA,311987,GEMN-0094,20110525,,,,,NA,,NA,400,DKXL370:N11a20-199-002-B-B-B-Sib,40,NA,,:GEMN-0094;:05GEM02662;USA126:Ames 30963,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2005,GEMN-0094,Ames30963,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
752,Ames 30964,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878584,,NA,311987,GEMN-0095,20110525,,,,,NA,,NA,400,DKXL370:N11a20-234-002-B-B-B-Sib,40,NA,,:GEMN-0095;:05GEM02663;USA126:Ames 30964,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2006,GEMN-0095,Ames30964,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
596,Ames 27201,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645869,,NA,311987,GEMN-0048,20030508,,,,,NA,,NA,400,DKXL370:N11a20-31-1-B-B,40,NA,,:GEMN-0048;:GEMS-0048;:DKXL370:N11a20-31-1-B-B;:DKXL370:N11a20-31-1-B-B 99GEM07527;USA126:Ames 27201,,10,NA,NA,,"DONATED  05/08/2003 Iowa, United States by Pollak, L., USDA, ARS; Blanco, M., USDA, ARS. DEVELOPED PRE 05/08/2003 Iowa, United States by Pollak, L., USDA, ARS",2003,1984,GEMN-0048,Ames27201,GEM,non-stiff stalk,0,DKXL370,0,0,0,INBRED,DKXL370:N11a20-31-1-B-B,,NA,NA,NA,
753,Ames 30965,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878585,,NA,311987,GEMN-0096,20110525,,,,,NA,,NA,400,DKXL370:N11a20-322-001-B-B-Sib-B,40,NA,,:GEMN-0096;:05GEM06042;USA126:Ames 30965,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2007,GEMN-0096,Ames30965,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
738,Ames 30950,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878570,,NA,311987,GEMN-0077,20110525,,,,,NA,,NA,400,DKXL370:N11a20-604-001-B-B,40,NA,,:GEMN-0077;:03GEM00139;USA126:Ames 30950,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",2003,1997,GEMN-0077,Ames30950,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
797,Ames 31674,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1906034,,NA,311987,GEMN-0136,20121024,,,,,NA,,NA,400,DKXL380:N11-B-007-028-B-B,40,NA,,:GEMN-0136;USA126:Ames 31674;:DKXL380:N11-B-007-028-B-B;:2012 Row: 3121-3140,,10,NA,NA,,"DEVELOPED  2005 North Carolina, United States by Goodman, M., North Carolina State University. DONATED  10/24/2012 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2038,GEMN-0136,Ames31674,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
796,Ames 31673,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1906033,,NA,311987,GEMN-0134,20121024,,,,,NA,,NA,400,DKXL380:N11-B-010-017-B-B-B,40,NA,,:GEMN-0134;USA126:Ames 31673;:DKXL380:N11-B-010-017-B-B-B;:2012 Row: 3111-3120,,10,NA,NA,,"DEVELOPED  2005 North Carolina, United States by Goodman, M., North Carolina State University. DONATED  10/24/2012 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,2036,GEMN-0134,Ames31673,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
778,Ames 31247,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1896726,,NA,311987,GEMN-0213,20111221,,,,,NA,,NA,400,DKXL380:N11-B-7-10-B-2-B,40,NA,,:GEMN-0213;USA126:Ames 31247;:2010 Row: 5711-5720-blk/10;:DKXL380:N11-B-7-10-B-2-B,,10,NA,NA,,"DEVELOPED  2010 North Carolina, United States by. DONATED  12/21/2011 North Carolina, United States by",,2085,GEMN-0213,Ames31247,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
314,Ames 24729,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557023,,NA,311987,MS116,19980420,,,,,NA,,NA,400,Duncan OP,40,NA,,:MS116;USA126:Ames 24729,,10,NA,NA,,"DEVELOPED  1961 Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",1961,2837,MS116,Ames24729,Michigan,unclassified,1961,DuncanOP,DuncanOP,0,0,INBRED,0,,NA,NA,NA,
546,Ames 27148,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645526,,NA,311987,NC304,20030421,,,,,NA,,NA,400,Ear-to-row selfing from F2 generation of (Pioneer X105A x H5) x H101.,40,NA,,:NC304;USA126:Ames 27148;:413-blk/93;:Goodman 2691-3(1999);:Goodman 2691-5(1999);:Goodman 8175-2(1999);:Goodman 8175-4(1999);:Goodman 8175-6(1999);:Goodman 2106-2(2001);:Goodman 2106-5(2001);:Goodman 2106-4(2001);:Goodman 2106-3(2001);:Goodman 2106-1(2001);:Goodman 8175-5(1999);:Goodman 8175-3(1999);:Goodman 8175-1(1999);:Goodman 2691-4(1999);:Goodman 2691-2(1999);:7321,USA005,10,NA,NA,,"DEVELOPED  1994 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1994,3086,NC304,Ames27148,North Carolina,unclassified,1994,NC298_2,H101,0,0,INBRED,0,,NA,NA,NA,
545,Ames 27147,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645525,,NA,311987,NC302,20030421,,,,,NA,,NA,400,Ear-to-row selfing from F8 generation of (Pioneer X105A x H5) x H101,40,NA,,:NC302;USA126:Ames 27147;:3200-2/00;:7341-5b;:(1448-4),USA005,10,NA,NA,,"DEVELOPED  1994 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1994,3085,NC302,Ames27147,North Carolina,unclassified,1994,NC298_2,H101,0,0,INBRED,(Pioneer X105A x H5) x H101,,NA,NA,NA,
579,Ames 27181,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645558,,NA,311987,NC370,20030421,,,,,NA,,NA,400,Ear-to-row selfing from SC76 x B52,40,NA,,:NC370;USA126:Ames 27181;:8101-Blk;:40-blk/97|12|;:SC76/4(B52)96%_1904-2;:3234-2/00,USA005,10,NA,NA,,"DEVELOPED  1999 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1999,3138,NC370,Ames27181,North Carolina,unclassified,1999,SC76,B52,0,0,INBRED,0,,NA,NA,NA,
580,Ames 27182,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645559,,NA,311987,NC372,20030421,,,,,NA,,NA,400,Ear-to-row selfing of B73 x Pa91.,40,NA,,":NC372;USA126:Ames 27182;:220-Blk;:BB11(NC252)best,erect_266-1/91;:8163-1/97|25|;:3235-2/00",USA005,10,NA,NA,,"DEVELOPED  1999 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1999,3139,NC372,Ames27182,North Carolina,unclassified,1999,B73,PA91,0,0,INBRED,0,,NA,NA,NA,
288,Ames 24585,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1559061,,NA,311987,CG10,19980615,,,,,NA,,NA,400,European material.,40,NA,,:CG10;USA126:Ames 24585,,10,NA,NA,,"DEVELOPED   Ontario, Canada by University of Guelph. DONATED  06/15/1998 Ontario, Canada by University of Guelph",,1311,CG10,Ames24585,Ontario,unclassified,0,0,0,0,0,INBRED,European material,,NA,NA,NA,P3358
