"","Year.Rel","released","Accession","Inbred.Line","Inbred.name","GBS.name..Sample.Flowcell.Lane.Well.","P1A","P2A","ancest","history","Pop.structure","remarks"
"2679",NA,"","PI 200182",NA,"NY 159 (Neveh Yaar)","PI200182:C07W2ACXX:1:D4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2680",NA,"","PI 200182",NA,"NY 159 (Neveh Yaar)","PI200182:C07W2ACXX:2:D4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2681",NA,"","PI 200182",NA,"NY 159 (Neveh Yaar)","PI200182:D0D0BACXX:1:D4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2682",NA,"","PI 200182",NA,"NY 159 (Neveh Yaar)","PI200182:D0D7RACXX:1:D4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2683",NA,"","PI 200182",NA,"NY 159 (Neveh Yaar)","PI200182:D0D7RACXX:2:D4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2684",NA,"","PI 200184",NA,"NY 166 (Neveh Yaar)","PI200184:81FE7ABXX:2:D10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2685",NA,"","PI 200185",NA,"NY 188 (Neveh Yaar)","PI200185:81N4HABXX:7:A5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2686",NA,"","PI 200187",NA,"NY 318 (Nevey Yaar)","PI200187:81FE7ABXX:7:D3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2687",NA,"","PI 200188",NA,"NY 364 (Neveh Yaar)","PI200188:81FENABXX:2:D2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2688",NA,"","PI 200189",NA,"NY 428 (Neveh Yaar)","PI200189:81FE8ABXX:6:A12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2689",NA,"","PI 200191",NA,"NY 476 (Neveh Yaar)","PI200191:81FE8ABXX:5:B11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2690",NA,"","PI 200192",NA,"NY 592 (Neveh Yaar)","PI200192:81FENABXX:4:H6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2691",NA,"","PI 200193",NA,"NY 643 (Neveh Yaar)","PI200193:81FE8ABXX:7:B9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2692",NA,"","PI 200193",NA,"NY 643 (Neveh Yaar)","PI200193:C07W2ACXX:1:C3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2693",NA,"","PI 200193",NA,"NY 643 (Neveh Yaar)","PI200193:C07W2ACXX:2:C3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2694",NA,"","PI 200193",NA,"NY 643 (Neveh Yaar)","PI200193:D0D0BACXX:1:C3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2695",NA,"","PI 200193",NA,"NY 643 (Neveh Yaar)","PI200193:D0D7RACXX:1:C3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2696",NA,"","PI 200193",NA,"NY 643 (Neveh Yaar)","PI200193:D0D7RACXX:2:C3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2697",NA,"","PI 200194",NA,"NY 971 (Neveh Yaar)","PI200194:81N4HABXX:7:F8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2698",NA,"","PI 200195",NA,"NY 992 (Neveh Yaar)","PI200195:81FENABXX:3:C2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2699",NA,"","PI 200196",NA,"NY 1000 (Neveh Yaar)","PI200196:81N4HABXX:5:E11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2700",NA,"","PI 221733",NA,"A13-2 INBRED (POTCHEFSTROOM PEARL)","PI221733:81FE7ABXX:7:B8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2701",NA,"","PI 221734",NA,"A14 INBRED (POTCHEFSTROOM PEARL)","PI221734:81N4HABXX:3:D4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2702",NA,"","PI 221735",NA,"A15-1 INBRED (POTCHEFSTROOM PEARL)","PI221735:81N4HABXX:3:F9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2703",NA,"","PI 221736",NA,"A16-3-2 INBRED (POTCHEFSTROOM PEARL)","PI221736:81FE7ABXX:7:B11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2704",NA,"","PI 221737",NA,"A17-1-1 INBRED (POTCHEFSTROOM PEARL)","PI221737:81FE7ABXX:6:D10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"2705",NA,"","PI 221737",NA,"A17-1-1 INBRED (POTCHEFSTROOM PEARL)","PI221737:D0D0BACXX:4:A4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
