Citation,link,Panel,size,marker,hybrid/inbred/other,phenotypes
Rincent et al. 2014,http://link.springer.com/article/10.1007/s00122-014-2379-7#page-1,flint & dent,600,55K,hybrid,"PLHT, DTA, DTS, DMC, DMY"
