,name,key,datasetKey,publishingOrgKey,publishingCountry,protocol,basisOfRecord,taxonKey,speciesKey,scientificName,taxonRank,dateIdentified,decimalLongitude,decimalLatitude,year,month,day,eventDate,issues,modified,lastInterpreted,references,geodeticDatum,countryCode,country,verbatimEventDate,collectionCode,gbifID,institutionCode,datasetName,catalogNumber,recordedBy,eventTime,identifier,identificationID,locality,coordinateAccuracy,elevation,elevationAccuracy,depth,depthAccuracy,stateProvince,county,identifiedBy,continent,habitat,samplingProtocol,municipality,occurrenceRemarks
1991,Zea mays,923938683,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.26667,34.8,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:55.069+0000,NA,WGS84,PK,Pakistan,NA,NA,923938683,NLD037,CGN accessions passport data,CGN07459,NA,NA,CGN07459,NA,"Swat, Kabal",NA,1010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,Zea mays,924561903,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.26667,34.8,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.776+0000,NA,WGS84,PK,Pakistan,NA,NA,924561903,NLD037,CGN accessions passport data,CGN07459,NA,NA,http://purl.org/cgngenis/accenumb/CGN07459,NA,"Swat, Kabal",NA,1010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2098,Zea mays,923938660,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.26667,34.8,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:54.540+0000,NA,WGS84,PK,Pakistan,NA,NA,923938660,NLD037,CGN accessions passport data,CGN07460,NA,NA,CGN07460,NA,"Swat, Kabal",NA,1010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2151,Zea mays,924561850,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.26667,34.8,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.998+0000,NA,WGS84,PK,Pakistan,NA,NA,924561850,NLD037,CGN accessions passport data,CGN07460,NA,NA,http://purl.org/cgngenis/accenumb/CGN07460,NA,"Swat, Kabal",NA,1010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Zea mays,923949374,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.75,35.65,1976,1,1,1975-12-31T23:00:00.000+0000,none,NA,2014-07-09T12:49:24.434+0000,NA,WGS84,PK,Pakistan,NA,NA,923949374,NLD037,CGN accessions passport data,CGN07461,NA,NA,CGN07461,NA,"S.-Chitral, Gehriat",NA,1480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2097,Zea mays,924561842,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.75,35.65,1976,1,1,1975-12-31T23:00:00.000+0000,none,NA,2014-07-15T13:04:09.798+0000,NA,WGS84,PK,Pakistan,NA,NA,924561842,NLD037,CGN accessions passport data,CGN07461,NA,NA,http://purl.org/cgngenis/accenumb/CGN07461,NA,"S.-Chitral, Gehriat",NA,1480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092,Zea mays,923938674,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.21667,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:54.865+0000,NA,WGS84,PK,Pakistan,NA,NA,923938674,NLD037,CGN accessions passport data,CGN07462,NA,NA,CGN07462,NA,"Swat, Langor",NA,1340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,Zea mays,924561844,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.21667,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.272+0000,NA,WGS84,PK,Pakistan,NA,NA,924561844,NLD037,CGN accessions passport data,CGN07462,NA,NA,http://purl.org/cgngenis/accenumb/CGN07462,NA,"Swat, Langor",NA,1340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,Zea mays,923938725,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.51667,34.91667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:59.189+0000,NA,WGS84,PK,Pakistan,NA,NA,923938725,NLD037,CGN accessions passport data,CGN07463,NA,NA,CGN07463,NA,"Swat, Chamtalai",NA,1410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2135,Zea mays,924561849,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.51667,34.91667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.210+0000,NA,WGS84,PK,Pakistan,NA,NA,924561849,NLD037,CGN accessions passport data,CGN07463,NA,NA,http://purl.org/cgngenis/accenumb/CGN07463,NA,"Swat, Chamtalai",NA,1410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,Zea mays,923942179,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.53333,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:06.788+0000,NA,WGS84,PK,Pakistan,NA,NA,923942179,NLD037,CGN accessions passport data,CGN07464,NA,NA,CGN07464,NA,"Swat, Odo",NA,1750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,Zea mays,924561857,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.53333,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.148+0000,NA,WGS84,PK,Pakistan,NA,NA,924561857,NLD037,CGN accessions passport data,CGN07464,NA,NA,http://purl.org/cgngenis/accenumb/CGN07464,NA,"Swat, Odo",NA,1750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,Zea mays,923950296,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.55,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,none,NA,2014-07-09T12:49:27.852+0000,NA,WGS84,PK,Pakistan,NA,NA,923950296,NLD037,CGN accessions passport data,CGN07465,NA,NA,CGN07465,NA,"Swat, Topsin",NA,1980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Zea mays,924561851,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.55,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,none,NA,2014-07-15T13:04:10.989+0000,NA,WGS84,PK,Pakistan,NA,NA,924561851,NLD037,CGN accessions passport data,CGN07465,NA,NA,http://purl.org/cgngenis/accenumb/CGN07465,NA,"Swat, Topsin",NA,1980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2136,Zea mays,923938697,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.6,34.88333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:55.130+0000,NA,WGS84,PK,Pakistan,NA,NA,923938697,NLD037,CGN accessions passport data,CGN07466,NA,NA,CGN07466,NA,"Swat, Whabkhel Kotkay",NA,1850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,Zea mays,924561864,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.6,34.88333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.842+0000,NA,WGS84,PK,Pakistan,NA,NA,924561864,NLD037,CGN accessions passport data,CGN07466,NA,NA,http://purl.org/cgngenis/accenumb/CGN07466,NA,"Swat, Whabkhel Kotkay",NA,1850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,Zea mays,923938705,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.6,34.88333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:54.784+0000,NA,WGS84,PK,Pakistan,NA,NA,923938705,NLD037,CGN accessions passport data,CGN07467,NA,NA,CGN07467,NA,"Swat, Whabkhel Kotkay",NA,1850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,Zea mays,924561873,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.6,34.88333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.816+0000,NA,WGS84,PK,Pakistan,NA,NA,924561873,NLD037,CGN accessions passport data,CGN07467,NA,NA,http://purl.org/cgngenis/accenumb/CGN07467,NA,"Swat, Whabkhel Kotkay",NA,1850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2070,Zea mays,923938616,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.63333,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:55.054+0000,NA,WGS84,PK,Pakistan,NA,NA,923938616,NLD037,CGN accessions passport data,CGN07468,NA,NA,CGN07468,NA,"Swat, Alpuray",NA,1550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,Zea mays,924561860,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.63333,34.9,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.656+0000,NA,WGS84,PK,Pakistan,NA,NA,924561860,NLD037,CGN accessions passport data,CGN07468,NA,NA,http://purl.org/cgngenis/accenumb/CGN07468,NA,"Swat, Alpuray",NA,1550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,Zea mays,923939364,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.58333,34.46667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:58.308+0000,NA,WGS84,PK,Pakistan,NA,NA,923939364,NLD037,CGN accessions passport data,CGN07469,NA,NA,CGN07469,NA,"Swat, Diwana Baba",NA,765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,Zea mays,924561922,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.58333,34.46667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.689+0000,NA,WGS84,PK,Pakistan,NA,NA,924561922,NLD037,CGN accessions passport data,CGN07469,NA,NA,http://purl.org/cgngenis/accenumb/CGN07469,NA,"Swat, Diwana Baba",NA,765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,Zea mays,923942124,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.25,36.26667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:07.561+0000,NA,WGS84,PK,Pakistan,NA,NA,923942124,NLD037,CGN accessions passport data,CGN07470,NA,NA,CGN07470,NA,"Booni, Booni",NA,2170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2144,Zea mays,924561918,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.25,36.26667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.422+0000,NA,WGS84,PK,Pakistan,NA,NA,924561918,NLD037,CGN accessions passport data,CGN07470,NA,NA,http://purl.org/cgngenis/accenumb/CGN07470,NA,"Booni, Booni",NA,2170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Zea mays,923939380,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.8,35.96667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:58.590+0000,NA,WGS84,PK,Pakistan,NA,NA,923939380,NLD037,CGN accessions passport data,CGN07471,NA,NA,CGN07471,NA,"Shoghor, Billpok",NA,1690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,Zea mays,924561904,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.8,35.96667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.495+0000,NA,WGS84,PK,Pakistan,NA,NA,924561904,NLD037,CGN accessions passport data,CGN07471,NA,NA,http://purl.org/cgngenis/accenumb/CGN07471,NA,"Shoghor, Billpok",NA,1690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Zea mays,923939259,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.8,35.98333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:01.749+0000,NA,WGS84,PK,Pakistan,NA,NA,923939259,NLD037,CGN accessions passport data,CGN07472,NA,NA,CGN07472,NA,"Shoghor, Shoghor",NA,1730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,Zea mays,924561941,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.8,35.98333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.393+0000,NA,WGS84,PK,Pakistan,NA,NA,924561941,NLD037,CGN accessions passport data,CGN07472,NA,NA,http://purl.org/cgngenis/accenumb/CGN07472,NA,"Shoghor, Shoghor",NA,1730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,Zea mays,923942143,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.31667,36.31667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:07.344+0000,NA,WGS84,PK,Pakistan,NA,NA,923942143,NLD037,CGN accessions passport data,CGN07473,NA,NA,CGN07473,NA,"Drasan, Zizdi",NA,2520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,Zea mays,924561898,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.31667,36.31667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.924+0000,NA,WGS84,PK,Pakistan,NA,NA,924561898,NLD037,CGN accessions passport data,CGN07473,NA,NA,http://purl.org/cgngenis/accenumb/CGN07473,NA,"Drasan, Zizdi",NA,2520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2039,Zea mays,923950060,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.45,34.56667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:26.964+0000,NA,WGS84,PK,Pakistan,NA,NA,923950060,NLD037,CGN accessions passport data,CGN07474,NA,NA,CGN07474,NA,"Swat, Sultan Navast",NA,830,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,Zea mays,924561914,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.45,34.56667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.433+0000,NA,WGS84,PK,Pakistan,NA,NA,924561914,NLD037,CGN accessions passport data,CGN07474,NA,NA,http://purl.org/cgngenis/accenumb/CGN07474,NA,"Swat, Sultan Navast",NA,830,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,Zea mays,923942163,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.43333,34.6,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:06.648+0000,NA,WGS84,PK,Pakistan,NA,NA,923942163,NLD037,CGN accessions passport data,CGN07475,NA,NA,CGN07475,NA,"Swat, Malikpur",NA,860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,Zea mays,924561888,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.43333,34.6,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:11.082+0000,NA,WGS84,PK,Pakistan,NA,NA,924561888,NLD037,CGN accessions passport data,CGN07475,NA,NA,http://purl.org/cgngenis/accenumb/CGN07475,NA,"Swat, Malikpur",NA,860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2146,Zea mays,923954415,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.51667,35.16667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:38.074+0000,NA,WGS84,PK,Pakistan,NA,NA,923954415,NLD037,CGN accessions passport data,CGN07476,NA,NA,CGN07476,NA,"Swat, Damlai",NA,1450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,Zea mays,924561846,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.51667,35.16667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:09.803+0000,NA,WGS84,PK,Pakistan,NA,NA,924561846,NLD037,CGN accessions passport data,CGN07476,NA,NA,http://purl.org/cgngenis/accenumb/CGN07476,NA,"Swat, Damlai",NA,1450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,Zea mays,923939287,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.55,35.51667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:56.273+0000,NA,WGS84,PK,Pakistan,NA,NA,923939287,NLD037,CGN accessions passport data,CGN07477,NA,NA,CGN07477,NA,"Swat, Kalam",NA,2070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Zea mays,924561919,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.55,35.51667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.945+0000,NA,WGS84,PK,Pakistan,NA,NA,924561919,NLD037,CGN accessions passport data,CGN07477,NA,NA,http://purl.org/cgngenis/accenumb/CGN07477,NA,"Swat, Kalam",NA,2070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,Zea mays,923942199,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.55,35.21667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:07.510+0000,NA,WGS84,PK,Pakistan,NA,NA,923942199,NLD037,CGN accessions passport data,CGN07478,NA,NA,CGN07478,NA,"Swat, Darolai",NA,1620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,Zea mays,924561902,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.55,35.21667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.314+0000,NA,WGS84,PK,Pakistan,NA,NA,924561902,NLD037,CGN accessions passport data,CGN07478,NA,NA,http://purl.org/cgngenis/accenumb/CGN07478,NA,"Swat, Darolai",NA,1620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,Zea mays,923952573,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.86667,35.91667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:49:32.123+0000,NA,WGS84,PK,Pakistan,NA,NA,923952573,NLD037,CGN accessions passport data,CGN07479,NA,NA,CGN07479,NA,"N.-Chitral, Rogh",NA,1690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2140,Zea mays,924561861,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.86667,35.91667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.411+0000,NA,WGS84,PK,Pakistan,NA,NA,924561861,NLD037,CGN accessions passport data,CGN07479,NA,NA,http://purl.org/cgngenis/accenumb/CGN07479,NA,"N.-Chitral, Rogh",NA,1690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,Zea mays,923939315,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.01667,36.01667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:56.595+0000,NA,WGS84,PK,Pakistan,NA,NA,923939315,NLD037,CGN accessions passport data,CGN07480,NA,NA,CGN07480,NA,"N.-Chitral, Morai",NA,1850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,Zea mays,924561937,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,72.01667,36.01667,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-15T13:04:10.532+0000,NA,WGS84,PK,Pakistan,NA,NA,924561937,NLD037,CGN accessions passport data,CGN07480,NA,NA,http://purl.org/cgngenis/accenumb/CGN07480,NA,"N.-Chitral, Morai",NA,1850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2113,Zea mays,923939333,85796928-f762-11e1-a439-00145eb45e9a,efc2ae40-9880-11da-89b4-b8a03c50a862,NL,DWC_ARCHIVE,LIVING_SPECIMEN,5290052,5290052,Zea mays L.,SPECIES,NA,71.96667,35.98333,1976,1,1,1975-12-31T23:00:00.000+0000,COORDINATE_ROUNDED,NA,2014-07-09T12:48:56.701+0000,NA,WGS84,PK,Pakistan,NA,NA,923939333,NLD037,CGN accessions passport data,CGN07481,NA,NA,CGN07481,NA,"N.-Chitral, Shaghur",NA,1780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
