,name,key,datasetKey,publishingOrgKey,publishingCountry,protocol,basisOfRecord,taxonKey,speciesKey,scientificName,taxonRank,dateIdentified,decimalLongitude,decimalLatitude,year,month,day,eventDate,issues,modified,lastInterpreted,references,geodeticDatum,countryCode,country,verbatimEventDate,collectionCode,gbifID,institutionCode,datasetName,catalogNumber,recordedBy,eventTime,identifier,identificationID,locality,coordinateAccuracy,elevation,elevationAccuracy,depth,depthAccuracy,stateProvince,county,identifiedBy,continent,habitat,samplingProtocol,municipality,occurrenceRemarks
199,Zea mays,998907881,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-20T22:00:00.000+0000,-1.62907,46.54598,2010,7,21,2010-07-20T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.142+0000,NA,WGS84,FR,France,NA,cel,998907881,http://www.tela-botanica.org,NA,1226136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grosbreuil [INSEE:85103],NA,NA,NA,NA,NA,NA
198,Zea mays,998907879,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-20T22:00:00.000+0000,-1.62907,46.54598,2010,7,21,2010-07-20T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.123+0000,NA,WGS84,FR,France,NA,cel,998907879,http://www.tela-botanica.org,NA,1226138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grosbreuil [INSEE:85103],NA,NA,NA,NA,NA,NA
192,Zea mays,998907851,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-21T22:00:00.000+0000,-1.63673,46.63587,2010,7,22,2010-07-21T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.870+0000,NA,WGS84,FR,France,NA,cel,998907851,http://www.tela-botanica.org,NA,1226133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint-Georges-de-Pointindoux [INSEE:85218],NA,NA,NA,NA,NA,NA
201,Zea mays,998907872,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-22T22:00:00.000+0000,-1.49878,46.55118,2010,7,23,2010-07-22T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.971+0000,NA,WGS84,FR,France,NA,cel,998907872,http://www.tela-botanica.org,NA,1226143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nieul-le-Dolent [INSEE:85161],NA,NA,NA,NA,NA,NA
191,Zea mays,332243982,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-23T22:00:00.000+0000,-1.527,46.90969,2010,7,24,2010-07-23T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.850+0000,NA,WGS84,FR,France,NA,cel,332243982,http://www.tela-botanica.org,NA,297454,Bertrand CHIFFOLEAU,NA,NA,NA,Les Barres,NA,NA,NA,NA,NA,NA,NA,Bertrand CHIFFOLEAU,NA,NA,NA,NA,NA
200,Zea mays,998907889,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-23T22:00:00.000+0000,-1.5287,46.91075,2010,7,24,2010-07-23T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.142+0000,NA,WGS84,FR,France,NA,cel,998907889,http://www.tela-botanica.org,NA,1226155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,Zea mays,998907880,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-25T22:00:00.000+0000,0.11711,43.1802,2010,7,26,2010-07-25T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.093+0000,NA,WGS84,FR,France,NA,cel,998907880,http://www.tela-botanica.org,NA,1226134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allier [INSEE:65005],NA,NA,NA,NA,NA,NA
202,Zea mays,998907876,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-25T22:00:00.000+0000,-1.49136,46.46128,2010,7,26,2010-07-25T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.072+0000,NA,WGS84,FR,France,NA,cel,998907876,http://www.tela-botanica.org,NA,1226140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,Zea mays,998907874,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-26T22:00:00.000+0000,-1.35407,46.37642,2010,7,27,2010-07-26T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.926+0000,NA,WGS84,FR,France,NA,cel,998907874,http://www.tela-botanica.org,NA,1226145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grues [INSEE:85104],NA,NA,NA,NA,NA,NA
196,Zea mays,998907893,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-27T22:00:00.000+0000,-1.36126,46.46632,2010,7,28,2010-07-27T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.013+0000,NA,WGS84,FR,France,NA,cel,998907893,http://www.tela-botanica.org,NA,1226144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint-Vincent-sur-Graon [INSEE:85277],NA,NA,NA,NA,NA,NA
194,Zea mays,998907865,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-07-28T22:00:00.000+0000,-1.10775,46.56589,2010,7,29,2010-07-28T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.946+0000,NA,WGS84,FR,France,NA,cel,998907865,http://www.tela-botanica.org,NA,1226139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sainte-Hermine [INSEE:85223],NA,NA,NA,NA,NA,NA
212,Zea mays,998907870,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-08-02T22:00:00.000+0000,-3.35816,47.90787,2010,8,3,2010-08-02T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.897+0000,NA,WGS84,FR,France,NA,cel,998907870,http://www.tela-botanica.org,NA,1226122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plouay [INSEE:56166],NA,NA,NA,NA,NA,NA
213,Zea mays,998907888,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2010-08-02T22:00:00.000+0000,-3.35816,47.90787,2010,8,3,2010-08-02T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.009+0000,NA,WGS84,FR,France,NA,cel,998907888,http://www.tela-botanica.org,NA,1226157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plouay [INSEE:56166],NA,NA,NA,NA,NA,NA
121,Zea mays,998907858,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-05-23T22:00:00.000+0000,-1.41313,48.718,2011,5,24,2011-05-23T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.882+0000,NA,WGS84,FR,France,NA,cel,998907858,http://www.tela-botanica.org,NA,1226116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lolif [INSEE:50276],NA,NA,NA,NA,NA,NA
122,Zea mays,998907864,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-05-23T22:00:00.000+0000,-1.41313,48.718,2011,5,24,2011-05-23T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.900+0000,NA,WGS84,FR,France,NA,cel,998907864,http://www.tela-botanica.org,NA,1226124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lolif [INSEE:50276],NA,NA,NA,NA,NA,NA
120,Zea mays,998907856,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-05-23T22:00:00.000+0000,-1.41313,48.718,2011,5,24,2011-05-23T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.877+0000,NA,WGS84,FR,France,NA,cel,998907856,http://www.tela-botanica.org,NA,1226125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lolif [INSEE:50276],NA,NA,NA,NA,NA,NA
131,Zea mays,998907903,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-06-07T22:00:00.000+0000,-0.66484,47.75255,2011,6,8,2011-06-07T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.160+0000,NA,WGS84,FR,France,NA,cel,998907903,http://www.tela-botanica.org,NA,1226160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Zea mays,998907887,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-06-16T22:00:00.000+0000,6.24343,49.38547,2011,6,17,2011-06-16T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.011+0000,NA,WGS84,FR,France,NA,cel,998907887,http://www.tela-botanica.org,NA,1226132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basse-Ham [INSEE:57287],NA,NA,NA,NA,NA,NA
129,Zea mays,998907860,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-06-21T22:00:00.000+0000,-1.41313,48.718,2011,6,22,2011-06-21T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.884+0000,NA,WGS84,FR,France,NA,cel,998907860,http://www.tela-botanica.org,NA,1226129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lolif [INSEE:50276],NA,NA,NA,NA,NA,NA
140,Zea mays,998907867,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-07-14T22:00:00.000+0000,-1.49136,46.46128,2011,7,15,2011-07-14T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.906+0000,NA,WGS84,FR,France,NA,cel,998907867,http://www.tela-botanica.org,NA,1226141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Zea mays,998907861,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-07-18T22:00:00.000+0000,-1.62907,46.54598,2011,7,19,2011-07-18T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.902+0000,NA,WGS84,FR,France,NA,cel,998907861,http://www.tela-botanica.org,NA,1226135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grosbreuil [INSEE:85103],NA,NA,NA,NA,NA,NA
144,Zea mays,998907891,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-07-25T22:00:00.000+0000,-1.63673,46.63587,2011,7,26,2011-07-25T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.069+0000,NA,WGS84,FR,France,NA,cel,998907891,http://www.tela-botanica.org,NA,1226142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint-Georges-de-Pointindoux [INSEE:85218],NA,NA,NA,NA,NA,NA
141,Zea mays,998907890,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-07-25T22:00:00.000+0000,-1.63673,46.63587,2011,7,26,2011-07-25T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.010+0000,NA,WGS84,FR,France,NA,cel,998907890,http://www.tela-botanica.org,NA,1226146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint-Georges-de-Pointindoux [INSEE:85218],NA,NA,NA,NA,NA,NA
142,Zea mays,998907883,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-07-26T22:00:00.000+0000,0.11711,43.1802,2011,7,27,2011-07-26T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.142+0000,NA,WGS84,FR,France,NA,cel,998907883,http://www.tela-botanica.org,NA,1226153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allier [INSEE:65005],NA,NA,NA,NA,NA,NA
143,Zea mays,998907871,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-07-27T22:00:00.000+0000,-1.23113,46.47122,2011,7,28,2011-07-27T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.904+0000,NA,WGS84,FR,France,NA,cel,998907871,http://www.tela-botanica.org,NA,1226137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Les Magnils-Reigniers [INSEE:85131],NA,NA,NA,NA,NA,NA
146,Zea mays,416261072,857aa892-f762-11e1-a439-00145eb45e9a,6bcc0290-6e76-11db-bcd5-b8a03c50a862,FR,BIOCASE,OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,NA,2.53655,49.0617,2011,8,9,2011-08-08T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-06-05T07:23:30.977+0000,NA,WGS84,FR,France,NA,Conservatoire botanique national du Bassin parisien,416261072,Conservatoire botanique national du Bassin parisien,NA,20110922170142Cal,Salvaudon Cl̩mence,NA,NA,NA,VILLERON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Zea mays,474840922,857aa892-f762-11e1-a439-00145eb45e9a,6bcc0290-6e76-11db-bcd5-b8a03c50a862,FR,BIOCASE,OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,NA,1.65315,49.111,2011,9,1,2011-08-31T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-06-05T08:39:03.922+0000,NA,WGS84,FR,France,NA,Conservatoire botanique national du Bassin parisien,474840922,Conservatoire botanique national du Bassin parisien,NA,20111019103008Cal,Salvaudon Cl̩mence,NA,NA,NA,AMENUCOURT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Zea mays,998907853,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2011-09-07T22:00:00.000+0000,3.29623,44.44315,2011,9,8,2011-09-07T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.962+0000,NA,WGS84,FR,France,NA,cel,998907853,http://www.tela-botanica.org,NA,1282420,Jean-Claude CALAIS,NA,NA,NA,le Gazy.,NA,NA,NA,NA,NA,NA,Chanac [INSEE:48039],Jean-Claude CALAIS,NA,NA,NA,NA,NA
68,Zea mays,998907862,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-06-04T22:00:00.000+0000,-1.41313,48.718,2012,6,5,2012-06-04T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.902+0000,NA,WGS84,FR,France,NA,cel,998907862,http://www.tela-botanica.org,NA,1226120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lolif [INSEE:50276],NA,NA,NA,NA,NA,NA
67,Zea mays,998907852,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-06-04T22:00:00.000+0000,-1.41313,48.718,2012,6,5,2012-06-04T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.871+0000,NA,WGS84,FR,France,NA,cel,998907852,http://www.tela-botanica.org,NA,1226127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lolif [INSEE:50276],NA,NA,NA,NA,NA,NA
69,Zea mays,998907897,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-06-14T22:00:00.000+0000,2.93777,49.60868,2012,6,15,2012-06-14T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.070+0000,NA,WGS84,FR,France,NA,cel,998907897,http://www.tela-botanica.org,NA,1226152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lagny [INSEE:60340],NA,NA,NA,NA,NA,NA
76,Zea mays,998907877,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-07-06T22:00:00.000+0000,5.00258,45.81139,2012,7,7,2012-07-06T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.986+0000,NA,WGS84,FR,France,NA,cel,998907877,http://www.tela-botanica.org,NA,1226130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thil [INSEE:01418],NA,NA,NA,NA,NA,NA
75,Zea mays,998907868,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-07-06T22:00:00.000+0000,5.00258,45.81139,2012,7,7,2012-07-06T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.883+0000,NA,WGS84,FR,France,NA,cel,998907868,http://www.tela-botanica.org,NA,1226131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thil [INSEE:01418],NA,NA,NA,NA,NA,NA
89,Zea mays,998907855,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-08-14T22:00:00.000+0000,-8.5443,39.36054,2012,8,15,2012-08-14T22:00:00.000+0000,"GEODETIC_DATUM_ASSUMED_WGS84,COUNTRY_COORDINATE_MISMATCH",NA,2014-08-28T11:34:22.938+0000,NA,WGS84,FR,France,NA,cel,998907855,http://www.tela-botanica.org,NA,951850,Coimbra JOAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coimbra JOAO,NA,NA,NA,NA,NA
95,Zea mays,923884459,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,bb646dff-a905-4403-a49b-6d378c2cf0d9,DE,BIOCASE,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,NA,7.94717,48.72575,2012,9,5,2012-09-04T22:00:00.000+0000,"COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84",NA,2014-07-06T12:45:04.067+0000,NA,WGS84,FR,France,NA,naturgucker,923884459,naturgucker,NA,-1448718455,-264761682,NA,NA,NA,Rossmoerder - Klemliswoerth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Zea mays,998907875,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-10-11T22:00:00.000+0000,-3.35816,47.90787,2012,10,12,2012-10-11T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.989+0000,NA,WGS84,FR,France,NA,cel,998907875,http://www.tela-botanica.org,NA,1226159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plouay [INSEE:56166],NA,NA,NA,NA,NA,NA
114,Zea mays,998907857,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2012-10-29T23:00:00.000+0000,-3.35816,47.90787,2012,10,30,2012-10-29T23:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:22.897+0000,NA,WGS84,FR,France,NA,cel,998907857,http://www.tela-botanica.org,NA,1226119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plouay [INSEE:56166],NA,NA,NA,NA,NA,NA
17,Zea mays,998907878,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2013-06-13T22:00:00.000+0000,0.11591,48.13461,2013,6,14,2013-06-13T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.069+0000,NA,WGS84,FR,France,NA,cel,998907878,http://www.tela-botanica.org,NA,1226147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Zea mays,998907892,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2013-06-13T22:00:00.000+0000,0.11591,48.13461,2013,6,14,2013-06-13T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.014+0000,NA,WGS84,FR,France,NA,cel,998907892,http://www.tela-botanica.org,NA,1226148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Zea mays,998907885,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2013-06-16T22:00:00.000+0000,3.07606,49.60867,2013,6,17,2013-06-16T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.012+0000,NA,WGS84,FR,France,NA,cel,998907885,http://www.tela-botanica.org,NA,1226149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Zea mays,998907896,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2013-06-25T22:00:00.000+0000,2.93777,49.60868,2013,6,26,2013-06-25T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.046+0000,NA,WGS84,FR,France,NA,cel,998907896,http://www.tela-botanica.org,NA,1226150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lagny [INSEE:60340],NA,NA,NA,NA,NA,NA
29,Zea mays,998907900,baa86fb2-7346-4507-a34f-44e4c1bd0d57,b2dbd210-90c2-11df-86a3-b8a03c50a862,FR,TAPIR,HUMAN_OBSERVATION,5290052,5290052,Zea mays L.,SPECIES,2013-07-09T22:00:00.000+0000,-3.34741,47.81816,2013,7,10,2013-07-09T22:00:00.000+0000,GEODETIC_DATUM_ASSUMED_WGS84,NA,2014-08-28T11:34:23.076+0000,NA,WGS84,FR,France,NA,cel,998907900,http://www.tela-botanica.org,NA,1226158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caudan [INSEE:56036],NA,NA,NA,NA,NA,NA
