"","GBS.name..Sample.Flowcell.Lane.Well.","Additional.file.1.xlsx..Romay.et.al..2013.","Inbred.name","Source","Accession","Seed.lot","Notes","Seq","Inbred.Line","Breeding.program","Pop.structure","Year.Rel","P1A","P2A","eraA","GroupA","TypeA","SourceA","X","X.1","X.2","X.3","Ped_line"
"4696","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI604606","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2948,"N527","Nebraska","unclassified",1995,"NB_S ","NB_S ",0,0,"INBRED","0","",NA,NA,NA,""
"4697","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI606329","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1772,"DE1","Other","unclassified",0,"P3140","P3751",0,0,"INBRED","P3140XP3751/98-3-2-2-2-3","",NA,NA,NA,""
"4698","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI606330","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1773,"DE2","Other","non-stiff stalk",0,"P3140","P3751",0,0,"INBRED","P3140XP3751/98-3-2-1-1-1","",NA,NA,NA,"NKB386"
"4699","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI606768","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3673,"SD40","Other","unclassified",1985,"P3709","P3709",0,0,"INBRED"," ","",NA,NA,NA,""
"4700","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI606769","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3675,"SD41","Other","unclassified",1985,"SDp309","W64A",0,0,"INBRED","0","",NA,NA,NA,""
"4701","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607381","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1277,"B110","Iowa","unclassified",0,"BS13(R)C5","0",0,0,"INBRED","0","",NA,NA,NA,""
"4702","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607382","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1278,"B111","Iowa","stiff stalk",0,"BSSS(R)C9","0",0,0,"INBRED","0","",NA,NA,NA,"A33GB4"
"4703","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607383","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1279,"B113","Iowa","unclassified",0,"BS11(FR)C9","0",0,0,"INBRED","0","",NA,NA,NA,""
"4704","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607384","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1280,"B114","Iowa","non-stiff stalk",0,"CIMMYTPool41","0",0,0,"INBRED","0","",NA,NA,NA,""
"4705","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607512","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2972,"N7A","Nebraska","stiff stalk",1968,"Oh07","BSSS",0,0,"INBRED","Oh07 X Stiff Stalk Synthetic","",NA,NA,NA,"PrideoftheNorth"
"4706","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607519","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3158,"ND240","North Dakota","unclassified",1975,"ND408","ND240_1",0,0,"INBRED","ND408(2) X ND230‰Ûª","",NA,NA,NA,""
"4707","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607521","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",929,"A661","Minnesota","unclassified",0,"MinnesotaSyntheticAS_A ","0",0,0,"0","0","",NA,NA,NA,""
"4708","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607522","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",931,"A662","Minnesota","unclassified",1,"MinnesotaSyntheticAS_A ","0",1,3,"INBRED","0","",NA,NA,NA,""
"4709","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607523","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",934,"A663","Minnesota","unclassified",0,"A663_2","A427",0,0,"0","0","",NA,NA,NA,""
"4710","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607524","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",937,"A664","Minnesota","unclassified",0,"A664_2","A636",0,0,"0","0","",NA,NA,NA,""
"4711","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607525","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",941,"A665","Minnesota","stiff stalk",0,"A665_2","A635",0,0,"0","0","",NA,NA,NA,"Oh545"
"4712","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI607527","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3198,"ND300","North Dakota","unclassified",1978,"W739","W845",NA,NA,"INBRED","(W739 ÌÑ W845","",NA,NA,NA,""
"4713","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608764","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1219,"B55","Iowa","unclassified",1963,"OH45","W92",2,2,"INBRED","0","",NA,NA,NA,""
"4714","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608765","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1242,"B77","Iowa","unclassified",1,"BS11","0",2,5,"INBRED","0","",NA,NA,NA,""
"4715","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608766","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1243,"B79","Iowa","unclassified",1975,"BS10","0",1,1,"INBRED","0","",NA,NA,NA,""
"4716","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608767","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1245,"B84","Iowa","unclassified",1,"BSSS","0",2,5,"INBRED  ","SOURCE: CYCLE 7 OF HALF SIB SELECTION IN BSSS","",NA,NA,NA,""
"4717","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608768","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1249,"B87","Iowa","unclassified",0,"BS22C0","0",0,0,"INBRED","0","",NA,NA,NA,""
"4718","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608774","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1240,"B75","Iowa","non-stiff stalk",1975,"BSCB3","BSCB3",2,1,"INBRED","0","",NA,NA,NA,"W59M"
"4719","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608777","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1190,"B85","Iowa","unclassified",1,"BSCB6","0",1,1,"INBRED","0","",NA,NA,NA,""
"4720","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608778","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1247,"B86","Iowa","unclassified",1979,"OH43"," B52",0,0,"INBRED","0","",NA,NA,NA,""
"4721","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI608806","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2789,"Mp714","Other","unclassified",2000,"GT_DDSA_C5","GT_DDSA_C5",0,0,"INBRED","0","",NA,NA,NA,""
"4722","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI610493","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3262,"NY5526","Israel","unclassified",0,"MBR","MBR",0,0,"INBRED","","",NA,NA,NA,""
"4723","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI610494","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3264,"NY6371","Israel","unclassified",0,"MBR","MBR",0,0,"INBRED","0","",NA,NA,NA,""
"4724","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI613179","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3731,"T173","Other","unclassified",2000,"T173_3","T173_5",0,0,"INBRED","{[((Mo17/Ga209//Mo17)-F2/Mo17)-S3] / [(Mo17/Mp339//Mo17)-S3]}-","",NA,NA,NA,""
"4725","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI614142","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2090,"GEMS-0001","GEM","stiff stalk",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"4726","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI614819","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2761,"Mp715","Other","unclassified",2001,"Tuxpan","Tuxpan",0,0,"0","0","",NA,NA,NA,""
"4727","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI614820","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2791,"Mp716","Other","unclassified",2002,"Mp708","Mp78:518",0,0,"INBRED","0","",NA,NA,NA,""
"4728","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI615190","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1281,"B115","Iowa","unclassified",0,"BS11(FR)C9","0",0,0,"INBRED","0","",NA,NA,NA,""
"4729","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI619429","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3797,"Tx802","Other","unclassified",2001,"Pob65","Pob65",0,0,"0"," BlancoDentado-1 quality protein maize (QPM)] is a white dent QPM from CIMMYT","",NA,NA,NA,""
"4730","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI619429","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3829,"Tx802","Other","unclassified",2001,"Pob65","Pob65",0,0,"INBRED","","",NA,NA,NA,""
"4731","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI619430","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3831,"Tx807","Other","unclassified",2001,"Pob63","Pob63",0,0,"INBRED","","",NA,NA,NA,""
"4732","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI619431","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3834,"Tx811","Other","unclassified",2001,"MO17","Pob67",0,0,"INBRED","Mo17/Pob67)-2-2-2-1-1-#-#-B-B","",NA,NA,NA,""
"4733","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI631393","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3187,"ND291","North Dakota","unclassified",2003,"NDSM","NDSM",0,0,"INBRED","NDSM(M)C1","",NA,NA,NA,""
"4734","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI631394","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3154,"ND2000","North Dakota","unclassified",0,"0","0",0,0,"INBRED","NDSCD(M)C8-3-2-1-1-1-1","",NA,NA,NA,""
"4735","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI631444","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3759,"T270","Other","unclassified",2002,"TS1","TS1",0,0,"INBRED","0"," ",NA,NA,NA,""
"4736","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI632413","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2091,"GEMS-0002","GEM","non-stiff stalk",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,"I224"
"4737","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI632746","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1282,"B116","Iowa","non-stiff stalk",0,"B97","B99",0,0,"INBRED","0","",NA,NA,NA,"BSSS1"
"4738","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI633727","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3796,"Tx202","Other","unclassified",2003,"Tx202_1","Tx202_2",0,0,"INBRED","(NB611 x Valle 411) x (NB611 x Venezuela 733)","",NA,NA,NA,""
"4739","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI633728","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3799,"Tx203","Other","unclassified",2003,"Tx802"," Tx804",0,0,"INBRED","0","",NA,NA,NA,""
"4740","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI633839","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3788,"Tx114","Other","unclassified",0,"Tx114_2","B73",0,0,"INBRED","K55/3*B73)-","",NA,NA,NA,""
"4741","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI633840","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3822,"Tx714","Other","unclassified",2003,"Tx714_4","B73",0,0,"INBRED","K55/3*B73)-B-B-B)/B73","",NA,NA,NA,""
"4742","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI633844","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3827,"Tx772","Other","unclassified",0,"4521","Tx772_1",0,0,"INBRED","RR/2*4521","",NA,NA,NA,""
"4743","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI633924","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3762,"T272","Other","unclassified",2003,"A632","T272_2",0,0,"INBRED","[A632/(T232/Mp339-S6)-S2]//A632","",NA,NA,NA,""
"4744","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634206","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2733,"Mo48","Missouri","unclassified",2003,"NC33","B52",0,0,"INBRED","0","",NA,NA,NA,""
"4745","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634207","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2735,"Mo49","Missouri","unclassified",2003,"Mo49_1","Mo49_1",0,0,"INBRED","","",NA,NA,NA,""
"4746","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634211","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1283,"B117","Iowa","non-stiff stalk",0,"B97","B99",0,0,"INBRED","0","",NA,NA,NA,"Tuxpan"
"4747","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634212","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1284,"B118","Iowa","non-stiff stalk",0,"B97","B99",0,0,"INBRED","0","",NA,NA,NA,"L97"
"4748","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634213","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1285,"B119","Iowa","stiff stalk",0,"BS13(S)C7","0",0,0,"INBRED","0","",NA,NA,NA,"PHCB4"
"4749","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634214","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1286,"B120","Iowa","non-stiff stalk",0,"BSCB1","0",0,0,"INBRED","0","",NA,NA,NA,"22-35"
"4750","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI634215","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",1287,"B121","Iowa","stiff stalk",0,"BS13(S)C6","0",0,0,"INBRED","0","",NA,NA,NA,"PH848"
"4751","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635122","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3918,"TZMI711","Nigeria","tropical",2004,"Natl_var","TZSR",0,0,"INBRED","0","",NA,NA,NA,""
"4752","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635123","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3919,"TZMI712","Nigeria","tropical",2004,"TZMI501","ZSR923",0,0,"INBRED","S4 bulk","",NA,NA,NA,""
"4753","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635124","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3920,"TZMI713","Nigeria","tropical",2004,"TZMI501","ZSR923",0,0,"INBRED","0","",NA,NA,NA,""
"4754","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635125","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3921,"TZMI714","Nigeria","tropical",2004,"87014","Z28",0,0,"INBRED","0","",NA,NA,NA,""
"4755","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635126","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3922,"TZMI715","Nigeria","tropical",2004,"87014","Z28",0,0,"INBRED","0","",NA,NA,NA,""
"4756","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635127","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3923,"TZMI716","Nigeria","tropical",2004,"88069","87366",0,0,"INBRED","0","",NA,NA,NA,""
"4757","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635128","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3924,"TZMI717","Nigeria","tropical",2004,"89258","Z28",0,0,"INBRED","0","",NA,NA,NA,""
"4758","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635129","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3925,"TZMI718","Nigeria","tropical",2004,"89302","Z28",0,0,"INBRED","0","",NA,NA,NA,""
"4759","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635130","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3926,"TZMI719","Nigeria","tropical",2004,"TZMI101","TZMI501",0,0,"INBRED","0","",NA,NA,NA,""
"4760","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635131","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3927,"TZMI720","Nigeria","tropical",2004,"TZMI101","TZMI501",0,0,"INBRED","0","",NA,NA,NA,""
"4761","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635132","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3928,"TZMI721","Nigeria","tropical",2004,"TZMI101","TZMI501",0,0,"INBRED","0","",NA,NA,NA,""
"4762","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635133","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3929,"TZMI722","Nigeria","tropical",2004,"TZMI101","TZMI501",0,0,"INBRED","0","",NA,NA,NA,""
"4763","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635134","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3930,"TZMI723","Nigeria","tropical",2004,"TZMI101","TZMI501",0,0,"INBRED","0","",NA,NA,NA,""
"4764","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635135","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3931,"TZMI724","Nigeria","tropical",2004,"TZMI101","TZMI501",0,0,"INBRED","0","",NA,NA,NA,""
"4765","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635136","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3932,"TZMI725","Nigeria","tropical",2004,"87036","87923",0,0,"INBRED","0","",NA,NA,NA,""
"4766","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635137","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3933,"TZMI726","Nigeria","tropical",2004,"CocaSR","CocaSR",0,0,"INBRED","0","",NA,NA,NA,""
"4767","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635138","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3934,"TZMI727","Nigeria","tropical",2004,"Early-W-SR","Early-W-SR",0,0,"INBRED","0","",NA,NA,NA,""
"4768","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635139","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3935,"TZMI728","Nigeria","tropical",2004,"POP43-SR","POP43-SR",0,0,"INBRED","0","",NA,NA,NA,""
"4769","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635140","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3936,"TZMI729","Nigeria","tropical",2004,"POP43-SR","POP43-SR",0,0,"INBRED","0","",NA,NA,NA,""
"4770","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI635141","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3937,"TZMI730","Nigeria","tropical",2004,"TZMI407","CIMMYT730Par",0,0,"INBRED","0","",NA,NA,NA,""
"4771","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI638549","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2969,"N551","Nebraska","unclassified",2005,"NR_SSS","NR_SSS",0,0,"INBRED","0","",NA,NA,NA,""
