"","GBS.name..Sample.Flowcell.Lane.Well.","Additional.file.1.xlsx..Romay.et.al..2013.","Inbred.name","Source","Accession","Seed.lot","Notes","Seq","Inbred.Line","Breeding.program","Pop.structure","Year.Rel","P1A","P2A","eraA","GroupA","TypeA","SourceA","X","X.1","X.2","X.3","Ped_line"
"1",NA,NA,NA,NA,"",NA,NA,1,"EarlyYellowDent","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A3G-3-3-1-313)-01"
"2",NA,NA,NA,NA,"",NA,NA,2,"MinnesotaNo13","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A9"
"3",NA,NA,NA,NA,"",NA,NA,3,"Funk90Day","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A26"
"4",NA,NA,NA,NA,"",NA,NA,4,"FunkYellowDent","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A50"
"5",NA,NA,NA,NA,"",NA,NA,6,"NorthwesternDent ","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A109"
"6",NA,NA,NA,NA,"",NA,NA,8,"SilverKing","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A78"
"7",NA,NA,NA,NA,"",NA,NA,12,"GoldenKing(McArthur)","","landraces",1,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"WisconsinNo25"
"8",NA,NA,NA,NA,"",NA,NA,22,"WisconsinNo25","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"9",NA,NA,NA,NA,"",NA,NA,46,"MinnesotaSynthetic3 ","","landraces",0,"0","0",0,0,"0","0","",NA,NA,NA,"A554_1"
"10",NA,NA,NA,NA,"",NA,NA,47,"MinnesotaSyntheticAS_A ","","landraces",0,"0","0",0,0,"Early maturity Minn synthetic pop","0","",NA,NA,NA,"A2 "
"11",NA,NA,NA,NA,"",NA,NA,51,"FUNK176A","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"C23"
"12",NA,NA,NA,NA,"",NA,NA,53,"ARMELSREIDYELLOWDENT","","landraces",0,"0","0",0,99,"Open Pollinated Variety","0","",NA,NA,NA,"A237_1"
"13",NA,NA,NA,NA,"",NA,NA,78,"Midland","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A237"
"14",NA,NA,NA,NA,"",NA,NA,81,"TEXASSURECROPPER","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"B164-886"
"15",NA,NA,NA,NA,"",NA,NA,87,"FourCountyWhite","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"A619_1"
"16",NA,NA,NA,NA,"",NA,NA,90,"BlacksYellowDent","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"BSSS "
"17",NA,NA,NA,NA,"",NA,NA,92,"BloodyButcher(RectorStrain)","","landraces",0,"0","0",3,5,"Open Pollinated Variety","0","",NA,NA,NA,"A632_1"
"18",NA,NA,NA,NA,"",NA,NA,93,"BooneCountyWhite","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"A632_2"
"19",NA,NA,NA,NA,"",NA,NA,94,"ButlerCountyWhite","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,""
"20",NA,NA,NA,NA,"",NA,NA,95,"ButlerCountyYellow","","landraces",0,"0","0",1,1,"Open Pollinated Variety","0","",NA,NA,NA,"A632_2S"
"21",NA,NA,NA,NA,"",NA,NA,103,"CrawfordCountyChief","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"ND302 "
"22",NA,NA,NA,NA,"",NA,NA,129,"FRMO17","","landraces",0,"MO17","Unknown",0,0,"INBRED  ILL FOUNDATION SEED VERSION OF MO17","0","",NA,NA,NA,"A635_1"
"23",NA,NA,NA,NA,"",NA,NA,131,"EarlyButler","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"A635_2"
"24",NA,NA,NA,NA,"",NA,NA,132,"EichelburgerClarage","","landraces",0,"0","0",1,1,"Open Pollinated Variety","0","",NA,NA,NA,""
"25",NA,NA,NA,NA,"",NA,NA,133,"LACAUNE","","landraces",0,"0","0",0,0,"OP  FRENCH FLINT","0","",NA,NA,NA,"W185"
"26",NA,NA,NA,NA,"",NA,NA,138,"GoldenGlow","","landraces",0,"0","0",0,2,"Open Pollinated Variety","0","",NA,NA,NA,"V3"
"27",NA,NA,NA,NA,"",NA,NA,144,"FunksYellowDent","","landraces",0,"0","0",1,1,"Open Pollinated Variety","0","",NA,NA,NA,"A638_1"
"28",NA,NA,NA,NA,"",NA,NA,148,"GaspeFlint","","landraces",0,"0","0",0,2,"Open Pollinated Variety","0","",NA,NA,NA,"A638_2"
"29",NA,NA,NA,NA,"",NA,NA,149,"GoldenGlow(Smithersstrain)","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"A632_1S"
"30",NA,NA,NA,NA,"",NA,NA,150,"GoldenKing","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"MinnesotaSynthetic3 "
"31",NA,NA,NA,NA,"",NA,NA,151,"GourdseedDent","","landraces",0,"0","0",2,4,"Open Pollinated Variety","0","",NA,NA,NA,"MinnesotaSyntheticAS_A "
"32",NA,NA,NA,NA,"",NA,NA,152,"HastingsYellowProlific","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"AR9"
"33",NA,NA,NA,NA,"",NA,NA,159,"Tuxpan","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"G3"
"34",NA,NA,NA,NA,"",NA,NA,174,"HaysGolden","","landraces",0,"0","0",3,10,"Open Pollinated Variety","0","",NA,NA,NA,"A39"
"35",NA,NA,NA,NA,"",NA,NA,183,"ImprovedLeaming","","landraces",0,"0","0",3,8,"Open Pollinated Variety","0","",NA,NA,NA,"FUNK176A"
"36",NA,NA,NA,NA,"",NA,NA,186,"Jarvis","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"AR4"
"37",NA,NA,NA,NA,"",NA,NA,187,"JarvisGoldenProlific","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"ARMELSREIDYELLOWDENT"
"38",NA,NA,NA,NA,"",NA,NA,188,"Jellicorse","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"ASSINIBOINE"
"39",NA,NA,NA,NA,"",NA,NA,189,"JohnsonCountyWhite","","landraces",0,"0","0",1,1,"Open Pollinated Variety","0","",NA,NA,NA,"CUZCO"
"40",NA,NA,NA,NA,"",NA,NA,190,"PrideofSaline(yellow strain)","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_1"
"41",NA,NA,NA,NA,"",NA,NA,191,"KansasSunflower","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_2"
"42",NA,NA,NA,NA,"",NA,NA,192,"PrideofSaline(white strain)","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_3"
"43",NA,NA,NA,NA,"",NA,NA,193,"KrugYellowDent","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_4"
"44",NA,NA,NA,NA,"",NA,NA,194,"KrugYellowDent(Shroupstrain)","","landraces",0,"0","0",1,1,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_5"
"45",NA,NA,NA,NA,"",NA,NA,197,"MannLeaming","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_6"
"46",NA,NA,NA,NA,"",NA,NA,198,"LancasterSurecrop","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"B14A_7"
"47",NA,NA,NA,NA,"",NA,NA,199,"Ladyfinger","","landraces",0,"0","0",0,1,"Open Pollinated Variety","0","",NA,NA,NA,""
"48",NA,NA,NA,NA,"",NA,NA,200,"LateClarage","","landraces",0,"0","0",1,4,"Open Pollinated Variety","0","",NA,NA,NA,"W25"
"49",NA,NA,NA,NA,"",NA,NA,202,"Leaming","","landraces",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,"Ill.B10"
"50",NA,NA,NA,NA,"",NA,NA,203,"LegalTenderYellowDent","","landraces",0,"0","0",3,11,"Open Pollinated Variety","0","",NA,NA,NA,"H"
"51",NA,NA,NA,NA,"",NA,NA,245,"Laguna","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"CommercialhybridX"
"52",NA,NA,NA,NA,"",NA,NA,250,"BEARDSLEYLEAMING","","landraces",0,"0","0",0,0,"OP VERSION OF LEAMING","0","",NA,NA,NA,"S4LANCLINE"
"53",NA,NA,NA,NA,"",NA,NA,303,"LittleBriton","","landraces",0,"0","0",3,1,"Open Pollinated Variety","0","",NA,NA,NA,"R61_1"
"54",NA,NA,NA,NA,"",NA,NA,304,"LongfellowFlint","","landraces",0,"0","0",2,5,"Open Pollinated Variety"," ","",NA,NA,NA,"R61"
"55",NA,NA,NA,NA,"",NA,NA,305,"GLAMOS","","landraces",0,"0","0",0,0,"Yugoslavian OP","0","",NA,NA,NA,"A392"
"56",NA,NA,NA,NA,"",NA,NA,316,"MexicanJune","","landraces",0,"0","0",0,4,"Open Pollinated Variety","0","",NA,NA,NA,"Ill.A48"
"57",NA,NA,NA,NA,"",NA,NA,317,"MidlandYellowDent","","landraces",0,"0","0",3,6,"Open Pollinated Variety","0","",NA,NA,NA,"M13"
"58",NA,NA,NA,NA,"",NA,NA,321,"NealPaymaster","","landraces",0,"0","0",3,4,"Open Pollinated Variety","0","",NA,NA,NA,"OH40B_1"
"59",NA,NA,NA,NA,"",NA,NA,325,"WeekleyImproved","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"W8"
"60",NA,NA,NA,NA,"",NA,NA,345,"OsterlandReidsYellowDent","","landraces",0,"0","0",2,5,"Open Pollinated Variety","0","",NA,NA,NA,"W92"
"61",NA,NA,NA,NA,"",NA,NA,433,"Pickett(Dickersonstrain)","","landraces",0,"0","0",0,2,"Open Pollinated Variety","0","",NA,NA,NA,"OH45"
"62",NA,NA,NA,NA,"",NA,NA,434,"PolarDent","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"Midland"
"63",NA,NA,NA,NA,"",NA,NA,435,"PrideofSaline","","landraces",0,"0","0",0,2,"Open Pollinated Variety","0","",NA,NA,NA,"N32 "
"64",NA,NA,NA,NA,"",NA,NA,436,"PrideoftheNorth","","landraces",0,"0","0",2,2,"Open Pollinated Variety","0","",NA,NA,NA,"BR10"
"65",NA,NA,NA,NA,"",NA,NA,437,"SnellingCornBorerSynthetic","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"TEXASSURECROPPER"
"66",NA,NA,NA,NA,"",NA,NA,446,"Sallu-yah(Cherokee)","","landraces",0,"0","0",1,1,"Open Pollinated Variety","0","",NA,NA,NA,"R8"
"67",NA,NA,NA,NA,"",NA,NA,451,"Shoepeg","","landraces",0,"0","0",0,2,"Open Pollinated Variety","0","",NA,NA,NA,"BSCB3"
"68",NA,NA,NA,NA,"",NA,NA,452,"TENNESSEEREDCOB","","landraces",0,"0","0",1,4,"Open Pollinated Variety","0","",NA,NA,NA,"B76_1"
"69",NA,NA,NA,NA,"",NA,NA,453,"WHITEDENT","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"BS11"
"70",NA,NA,NA,NA,"",NA,NA,454,"WhiteSurecropper","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"BS10"
"71",NA,NA,NA,NA,"",NA,NA,455,"WOODSDIXIE","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"FourCountyWhite"
"72",NA,NA,NA,NA,"",NA,NA,456,"WoosterClarage","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"4CO63"
"73",NA,NA,NA,NA,"",NA,NA,457,"YellowNealPaymaster","","landraces",0,"0","0",0,5,"Open Pollinated Variety","0","",NA,NA,NA,"BSCB6"
"74",NA,NA,NA,NA,"",NA,NA,458,"YellowSurecropper","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"BlacksYellowDent"
"75",NA,NA,NA,NA,"",NA,NA,459,"MexicianDeepKernel","","landraces",0,"0","0",0,0,"OP?   ","0","",NA,NA,NA,"BL345"
"76",NA,NA,NA,NA,"",NA,NA,462,"GOLDENQUEEN","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"BloodyButcher(RectorStrain)"
"77",NA,NA,NA,NA,"",NA,NA,492,"LuxJohnsonCountyWhite","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"BooneCountyWhite"
"78",NA,NA,NA,NA,"",NA,NA,495,"IOWALONGEAR","","landraces",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,"ButlerCountyWhite"
"79",NA,NA,NA,NA,"",NA,NA,505,"GoldenSunshine","","landraces",NA,"0","0",NA,NA,"","","",NA,NA,NA,"ButlerCountyYellow"
"80",NA,NA,NA,NA,"",NA,NA,507,"GoldenMarket","","landraces",NA,"0","0",NA,NA,"","","",NA,NA,NA,"C11"
"81",NA,NA,NA,NA,"",NA,NA,32,"A632_1","","stiff stalk",0,"MT42","B14",0,0,"PARENTAL CROSS","0","",NA,NA,NA,"LH18_1"
"82",NA,NA,NA,NA,"",NA,NA,33,"A632_2","","stiff stalk",0,"A632_1","B14",0,0,"BC1","0","",NA,NA,NA,"LH18"
"83",NA,NA,NA,NA,"",NA,NA,35,"A632_2S","","stiff stalk",0,"A632_2","A632_2",0,0,"A632_2 SELF","0","",NA,NA,NA,"P3358"
"84",NA,NA,NA,NA,"",NA,NA,36,"ND302 ","","stiff stalk",0,"WD","B14",0,0,"INBRED","0","",NA,NA,NA,"N22 "
"85",NA,NA,NA,NA,"",NA,NA,37,"A635_1","","stiff stalk",0,"ND302 ","B14",0,0,"PARENTAL CROSS","0","",NA,NA,NA,"N22A"
"86",NA,NA,NA,NA,"",NA,NA,38,"A635_2","","stiff stalk",0,"A635_1","B14",0,0,"BC1","0","",NA,NA,NA,"LH7_1"
"87",NA,NA,NA,NA,"",NA,NA,532,"2369_1","","stiff stalk",NA,"B73","2702H",NA,NA,"","","",NA,NA,NA,"BPA"
"88",NA,NA,NA,NA,"",NA,NA,638,"BSSS2","Iowa State","stiff stalk",NA,"BSSS(R)C4","BSSS(HT)C6",NA,NA,"","Cross between these two populations intermated","",NA,NA,NA,"H4101"
"89",NA,NA,NA,NA,"",NA,NA,661,"4608H","","stiff stalk",NA,"0","0",NA,NA,"Dekalb inbred ","","",NA,NA,NA,""
"90",NA,NA,NA,NA,"",NA,NA,662,"88501B","","stiff stalk",NA,"0","0",NA,NA,"Dekalb inbred ","","",NA,NA,NA,"N196"
"91",NA,NA,NA,NA,"",NA,NA,31,"BSSS ","","synthetic",0,"0","0",0,0,"SYNTHETIC VARIETY- IOWA STIFF STALK SYNTHETIC","0","",NA,NA,NA,"RB14HTB_5"
"92",NA,NA,NA,NA,"",NA,NA,590,"155 x 105.306","","tropical",NA,"155","105.306",NA,NA,""," ","",NA,NA,NA,""
"93",NA,NA,NA,NA,"",NA,NA,592,"105.101 x 306.5","","tropical",NA,"","",NA,NA,"","","",NA,NA,NA,""
"94",NA,NA,NA,NA,"",NA,NA,5,"Complexcross","","unclassified",0,"0","0",1,1,"UNKNOWN COMPLEX CROSS","0","",NA,NA,NA,""
"95",NA,NA,NA,NA,"",NA,NA,7,"64","","unclassified",0,"NorthwesternDent ","NorthwesternDent ",0,0,"INBRED","0","",NA,NA,NA,""
"96",NA,NA,NA,NA,"",NA,NA,9,"4_29","","unclassified",0,"SilverKing","SilverKing",0,0,"INBRED","0","",NA,NA,NA,""
"97",NA,NA,NA,NA,"",NA,NA,10,"A188_1","","unclassified",0,"4_29","64",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"98",NA,NA,NA,NA,"",NA,NA,13,"US153(Iowa)","","unclassified",0,"MinnesotaNo13","MinnesotaNo13",0,0,"INBRED  Jenkins developed line from U.S. Selection 133 which is Minnesota 13","0","",NA,NA,NA,""
"99",NA,NA,NA,NA,"",NA,NA,14,"A48","","unclassified",0,"NorthwesternDent","NorthwesternDent",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"100",NA,NA,NA,NA,"",NA,NA,15,"ReidYellowDent","","unclassified",1,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,""
"101",NA,NA,NA,NA,"",NA,NA,16,"A3G-3-3-1-313)-01","","unclassified",0,"0","0",1,1,"INBRED  PEDIGREE UNKNOWN","0","",NA,NA,NA,""
"102",NA,NA,NA,NA,"",NA,NA,17,"A9","","unclassified",0,"MinnesotaNo13","MinnesotaNo13",0,0,"INBRED","0","",NA,NA,NA,""
"103",NA,NA,NA,NA,"",NA,NA,18,"A26","","unclassified",0,"OsterlandYellowDent","OsterlandYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"104",NA,NA,NA,NA,"",NA,NA,19,"A50","","unclassified",0,"Northwestern Dent","Northwestern Dent",0,0,"INBRED","0","",NA,NA,NA,""
"105",NA,NA,NA,NA,"",NA,NA,20,"A109","","unclassified",0,"A9 ","A26",0,0,"INBRED","0","",NA,NA,NA,""
"106",NA,NA,NA,NA,"",NA,NA,21,"A78","","unclassified",0,"A48 ","A50",0,0,"INBRED","0","",NA,NA,NA,""
"107",NA,NA,NA,NA,"",NA,NA,24,"A554_1","","unclassified",0,"WF9","WD",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"108",NA,NA,NA,NA,"",NA,NA,25,"A2 ","","unclassified",0,"MinnesotaNo13","MinnesotaNo13",0,0,"INBRED","0","",NA,NA,NA,""
"109",NA,NA,NA,NA,"",NA,NA,26,"C23","","unclassified",0,"ReidYellowDent","ReidYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"110",NA,NA,NA,NA,"",NA,NA,27,"A237_1","","unclassified",0,"A2 ","C23",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"111",NA,NA,NA,NA,"",NA,NA,28,"A237","","unclassified",0,"A237_1","A2",0,0,"INBRED","0","",NA,NA,NA,""
"112",NA,NA,NA,NA,"",NA,NA,29,"B164-886","","unclassified",0,"IndianaReid","IndianaReid",0,0,"INBRED","0","",NA,NA,NA,""
"113",NA,NA,NA,NA,"",NA,NA,30,"A619_1","","unclassified",0,"A171 ","OH43",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"114",NA,NA,NA,NA,"",NA,NA,40,"W185","","unclassified",0,"0","0",0,0,"INBRED UNKNOWN PEIDGREE","0","",NA,NA,NA,""
"115",NA,NA,NA,NA,"",NA,NA,41,"A21","","unclassified",0,"GoldenGate","GoldenGate",0,0,"INBRED","0","",NA,NA,NA,""
"116",NA,NA,NA,NA,"",NA,NA,42,"V3","","unclassified",0,"A21","W185",0,0,"INBRED - CANADA MORDEN LINE CMV3(?)","0","",NA,NA,NA,""
"117",NA,NA,NA,NA,"",NA,NA,43,"A638_1","","unclassified",0,"V3","WF9",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"118",NA,NA,NA,NA,"",NA,NA,44,"A638_2","","unclassified",0,"A638_1","A638_1",0,0,"SELF","0","",NA,NA,NA,""
"119",NA,NA,NA,NA,"",NA,NA,45,"A632_1S","","unclassified",0,"A632_1","A632_1",0,0,"SELF","0","",NA,NA,NA,""
"120",NA,NA,NA,NA,"",NA,NA,48,"AR9","","unclassified",0,"0","0",0,0,"INBRED SAME AS Funk 176??","0","",NA,NA,NA,""
"121",NA,NA,NA,NA,"",NA,NA,49,"G3","","unclassified",0,"0","0",0,0,"INBRED   IODENT DERIVED??","0","",NA,NA,NA,""
"122",NA,NA,NA,NA,"",NA,NA,50,"A39","","unclassified",0,"RustlerWhiteDent ","RustlerWhiteDent ",0,0,"INBRED","0","",NA,NA,NA,""
"123",NA,NA,NA,NA,"",NA,NA,52,"AR4","","unclassified",0,"FUNK176A","FUNK176A",0,3,"INBRED","0","",NA,NA,NA,""
"124",NA,NA,NA,NA,"",NA,NA,54,"ASSINIBOINE","","unclassified",0,"0","0",1,4,"Open Pollinated Variety","0","",NA,NA,NA,""
"125",NA,NA,NA,NA,"",NA,NA,55,"CUZCO","","unclassified",0,"0","0",0,0,"LAND RACE","0","",NA,NA,NA,""
"126",NA,NA,NA,NA,"",NA,NA,56,"B14A_1","","unclassified",0,"CUZCO","B14",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"127",NA,NA,NA,NA,"",NA,NA,57,"B14A_2","","unclassified",0,"B14A_1","B14",0,0,"BC1","0","",NA,NA,NA,""
"128",NA,NA,NA,NA,"",NA,NA,58,"B14A_3","","unclassified",0,"B14A_2","B14",0,0,"BC2","0","",NA,NA,NA,""
"129",NA,NA,NA,NA,"",NA,NA,59,"B14A_4","","unclassified",0,"B14A_3","B14",0,0,"BC3","0","",NA,NA,NA,""
"130",NA,NA,NA,NA,"",NA,NA,60,"B14A_5","","unclassified",0,"B14A_4","B14",0,0,"BC4","0","",NA,NA,NA,""
"131",NA,NA,NA,NA,"",NA,NA,61,"B14A_6","","unclassified",0,"B14A_5","B14",0,0,"BC5","0","",NA,NA,NA,""
"132",NA,NA,NA,NA,"",NA,NA,62,"B14A_7","","unclassified",0,"B14A_6","B14",0,0,"BC6","0","",NA,NA,NA,""
"133",NA,NA,NA,NA,"",NA,NA,64,"W25","","unclassified",0,"GoldenGlow","GoldenGlow",0,0,"INBRED","0","",NA,NA,NA,""
"134",NA,NA,NA,NA,"",NA,NA,65,"Ill.B10","","unclassified",0,"FunkYellowDent","FunkYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"135",NA,NA,NA,NA,"",NA,NA,66,"H","","unclassified",0,"ReidYellowDent","ReidYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"136",NA,NA,NA,NA,"",NA,NA,67,"CommercialhybridX","","unclassified",0,"0","0",0,0,"UNKNOWN COMMERICAL HYBRID","0","",NA,NA,NA,""
"137",NA,NA,NA,NA,"",NA,NA,68,"S4LANCLINE","","unclassified",0,"LancasterSureCrop","LancasterSureCrop",0,0,"S4 INBRED  (S0 PLANT SELFED 4 TIMES)","0","",NA,NA,NA,""
"138",NA,NA,NA,NA,"",NA,NA,69,"R61_1","","unclassified",0,"CommercialhybridX"," S4Lancasterline",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"139",NA,NA,NA,NA,"",NA,NA,70,"R61","","unclassified",0,"R61_1"," S4Lancasterline",0,0,"INBRED","0","",NA,NA,NA,""
"140",NA,NA,NA,NA,"",NA,NA,71,"A392","","unclassified",0,"A39","H",0,0,"INBRED","0","",NA,NA,NA,""
"141",NA,NA,NA,NA,"",NA,NA,72,"Ill.A48","","unclassified",0,"FunkYellowDent","FunkYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"142",NA,NA,NA,NA,"",NA,NA,73,"M13","","unclassified",0,"MinnesotaNo13","MinnesotaNo13",0,0,"INBRED","0","",NA,NA,NA,""
"143",NA,NA,NA,NA,"",NA,NA,74,"OH40B_1","","unclassified",0,"0","0",0,0,"LANCASTERSURECROP 8 LINE COMPOSITE","0","",NA,NA,NA,""
"144",NA,NA,NA,NA,"",NA,NA,75,"W8","","unclassified",0,"M13","Ill.A48",0,0,"INBRED","0","",NA,NA,NA,""
"145",NA,NA,NA,NA,"",NA,NA,76,"W92","","unclassified",0,"Pioneer322","Pioneer322",0,0,"INBRED SELF OUR OF Pioneer double cross hybrid 322","0","",NA,NA,NA,""
"146",NA,NA,NA,NA,"",NA,NA,77,"OH45","","unclassified",0,"Oh40B","W8",0,0,"INBRED","0","",NA,NA,NA,""
"147",NA,NA,NA,NA,"",NA,NA,79,"N32 ","","unclassified",0,"0","0",0,0,"INBRED UNKNOWN PEIDGREE","0","",NA,NA,NA,""
"148",NA,NA,NA,NA,"",NA,NA,80,"BR10","","unclassified",0,"FunkYellowDent","FunkYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"149",NA,NA,NA,NA,"",NA,NA,82,"R8","","unclassified",0,"TEXASSURECROPPER","TEXASSURECROPPER",0,0,"INBRED","0","",NA,NA,NA,""
"150",NA,NA,NA,NA,"",NA,NA,83,"BSCB3","","unclassified",0,"0","0",0,0,"SYNTHETIC OF CORNBORER TOLERANT LINES","0","",NA,NA,NA,""
"151",NA,NA,NA,NA,"",NA,NA,84,"B76_1","","unclassified",0,"CI31A","B37",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"152",NA,NA,NA,NA,"",NA,NA,85,"BS11","","unclassified",0,"0","0",0,0,"OP  PIONEERTWOEARSYN","0","",NA,NA,NA,""
"153",NA,NA,NA,NA,"",NA,NA,86,"BS10","","unclassified",0,"0","0",0,0,"OP  IOWATWOEARSYN","0","",NA,NA,NA,""
"154",NA,NA,NA,NA,"",NA,NA,88,"4CO63","","unclassified",0,"FourCountyWhite","FourCountyWhite",0,0,"INBRED","0","",NA,NA,NA,""
"155",NA,NA,NA,NA,"",NA,NA,89,"BSCB6","","unclassified",0,"0","0",0,0,"OP  IOWA CORNBORER SYN NO6","0","",NA,NA,NA,""
"156",NA,NA,NA,NA,"",NA,NA,91,"BL345","","unclassified",0,"BlacksYellowDent","BlacksYellowDent",0,3,"INBRED","0","",NA,NA,NA,""
"157",NA,NA,NA,NA,"",NA,NA,96,"C11","","unclassified",0,"MinnesotaNo13","MinnesotaNo13",2,3,"INBRED","0","",NA,NA,NA,""
"158",NA,NA,NA,NA,"",NA,NA,97,"C46","","unclassified",0,"MinnesotaNo13","MinnesotaNo13",1,1,"INBRED","0","",NA,NA,NA,""
"159",NA,NA,NA,NA,"",NA,NA,98,"CC5","","unclassified",0,"GLODENGLOW","GLODENGLOW",1,1,"INBRED  _RENAMED_W23","0","",NA,NA,NA,""
"160",NA,NA,NA,NA,"",NA,NA,100,"CI.7_1","","unclassified",0,"L317","33-16",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"161",NA,NA,NA,NA,"",NA,NA,101,"CI.7","","unclassified",0,"CI.7_1","33-16",1,4,"INBRED","0","",NA,NA,NA,""
"162",NA,NA,NA,NA,"",NA,NA,102,"KRUG","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"163",NA,NA,NA,NA,"",NA,NA,104,"K557C","","unclassified",0,"CrawfordCountyChief","CrawfordCountyChief",0,0,"This appears to be  the K557C line, ie the Kansas line K5-557","0","",NA,NA,NA,""
"164",NA,NA,NA,NA,"",NA,NA,106,"CI.21E_1","","unclassified",0,"HY","K557C",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"165",NA,NA,NA,NA,"",NA,NA,107,"B2BR","","unclassified",0,"0","0",0,0,"Blight Resistance UNKNOWN SOURCE OF RESISTANCE","0","",NA,NA,NA,""
"166",NA,NA,NA,NA,"",NA,NA,108,"USSelection 119","","unclassified",0,"BooneCountyWhite","BooneCountyWhite",0,0,"US Selection 119 is a version of BCW","0","",NA,NA,NA,""
"167",NA,NA,NA,NA,"",NA,NA,109,"ILLNOISTWOEAR","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"168",NA,NA,NA,NA,"",NA,NA,110,"CI3_1","","unclassified",0,"CI24","CI540",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
